District,Building name,Last date of visit of the case(s),Related cases,Latitude,Longitude
Central & Western,Chung Ah Building,28/12/2022,,22.2730219,114.1498806
Central & Western,Lyndhurst Building,28/12/2022,,22.2826769,114.1536428
Central & Western,"Block B, New Fortune House",28/12/2022,,22.2837993,114.1286477
Central & Western,Elite's Place,28/12/2022,,22.2872995,114.1455645
Central & Western,Po Ga Building,28/12/2022,,22.2848821,114.1362448
Central & Western,Kiu Fat Building,28/12/2022,,22.286433,114.1463971
Central & Western,Siu On Mansion,28/12/2022,,22.2730219,114.1498806
Central & Western,Sincere Western House,28/12/2022,,22.2813605,114.1265172
Central & Western,Joyful Building,28/12/2022,,22.2837361,114.1312193
Central & Western,Lee Fung Building,28/12/2022,,22.3196444,114.1724997
Central & Western,"Block B, Chong Yip Centre",28/12/2022,,22.2866625,114.1367592
Central & Western,"Block C, Chong Yip Centre",28/12/2022,,22.2866625,114.1367592
Central & Western,"Block 2, Cayman Rise",28/12/2022,,22.2816741,114.1247985
Central & Western,Winsome Park,28/12/2022,,22.2805095,114.1493453
Central & Western,Nam Pak Hong Building,28/12/2022,,22.2867109,114.1486498
Central & Western,Cartwright Gardens,28/12/2022,,22.2838076,114.1465248
Central & Western,Corona Tower,28/12/2022,,22.2821117,114.1516921
Central & Western,"Block B, Smithfield Terrace",28/12/2022,,22.2804221,114.1291865
Central & Western,"Tower 3, Tregunter",28/12/2022,,22.2744796,114.1526842
Central & Western,"Tower 2, University Heights",28/12/2022,,22.2817548,114.1410505
Central & Western,Tai Hing Building,28/12/2022,,22.2843508,114.147529
Central & Western,Old Bailey Street Police Married Quarters,28/12/2022,,22.2813336,114.1532742
Central & Western,Good Times Building,28/12/2022,,22.2867062,114.1434825
Central & Western,"Block 1, Academic Terrace",28/12/2022,,22.2730219,114.1498806
Central & Western,"Block 2, Academic Terrace",28/12/2022,,22.2822514,114.1317359
Central & Western,"Block 3, Academic Terrace",28/12/2022,,22.2730219,114.1498806
Central & Western,On Fung Building,28/12/2022,,22.2826416,114.1501368
Central & Western,Bishop Lei International House,28/12/2022,,22.278663,114.153343
Central & Western,Fu Ga Building,28/12/2022,,22.2859487,114.133949
Central & Western,Wealth Building,28/12/2022,,22.2852775,114.1419613
Central & Western,Parkway Court,28/12/2022,,22.2843644,114.1458911
Central & Western,Po Thai Building,28/12/2022,,22.285697,114.1483862
Central & Western,"Tower 1, The Belcher's",28/12/2022,,22.2850741,114.1331919
Central & Western,"Block 2, The Belcher's",28/12/2022,,22.2850741,114.1331919
Central & Western,"Tower 5, The Belcher's",28/12/2022,,22.2850741,114.1331919
Central & Western,"Tower 6, The Belcher's",28/12/2022,,22.2850741,114.1331919
Central & Western,Elegance Court,28/12/2022,,22.2851212,114.1485685
Central & Western,Whitty Street Court,28/12/2022,,22.2865022,114.1365927
Central & Western,Sung Ling Mansion,28/12/2022,,22.2839342,114.1422474
Central & Western,"Tower 2, Queen's Terrace",28/12/2022,,22.287046,114.14769
Central & Western,Goodwill Garden,28/12/2022,,22.28578,114.1417403
Central & Western,"Block A, Hongway Garden",28/12/2022,,22.2872136,114.1497253
Central & Western,"Lee Wah Building, 111-117 Des Voeux Road West",28/12/2022,,22.2880296,114.1447018
Central & Western,Yee Ga Court,28/12/2022,,22.2840844,114.1434477
Central & Western,"Block 1, Elegant Garden",28/12/2022,,22.2833026,114.1407807
Central & Western,Yee Fung Court,28/12/2022,,22.2859779,114.1412015
Central & Western,Hang Fai Building,28/12/2022,,22.2859621,114.1401034
Central & Western,"Block 2, Vantage Park",28/12/2022,,22.2794368,114.1506221
Central & Western,Man Kwong Court,28/12/2022,,22.2821878,114.1284681
Central & Western,Sun On Building,28/12/2022,,22.2858022,114.1354354
Central & Western,Sun King House,28/12/2022,,22.2862108,114.1333916
Central & Western,Brilliant Court,28/12/2022,,22.284832,114.1311184
Central & Western,Hill Court,28/12/2022,,22.285541,114.134878
Central & Western,High West,28/12/2022,,22.2709388,114.1365037
Central & Western,To Li Garden,28/12/2022,,22.2827507,114.1321131
Central & Western,Yip Cheong Building,28/12/2022,,22.2865584,114.1350638
Central & Western,"Block 1, Winner Court",28/12/2022,,22.2841717,114.1466408
Central & Western,"Tower 3, Robinson Heights",28/12/2022,,22.2794902,114.1533498
Central & Western,"Phase 1, Blessings Garden",28/12/2022,,22.2812739,114.1480773
Central & Western,"Phase 2, Blessings Garden",28/12/2022,,22.2812739,114.1480773
Central & Western,"Block 2, Yuk Ming Towers",28/12/2022,,22.2857768,114.1378794
Central & Western,Wing Wah Mansion,28/12/2022,,22.2860213,114.1362727
Central & Western,"Block 1, The Merton",28/12/2022,,22.2832703,114.126068
Central & Western,"Block 2, The Merton",28/12/2022,,22.2832703,114.126068
Central & Western,Tai Fat Building,28/12/2022,,22.287291,114.1459326
Central & Western,"Tower 3, Harbour View Garden",28/12/2022,,22.2835207,114.1296147
Central & Western,"Block 2, Hoi Sing Building",28/12/2022,,22.2862,114.13957
Central & Western,Sea View Mansion,28/12/2022,,22.288221,114.1461184
Central & Western,"Block A, Hoi Tao Building",28/12/2022,,22.2846458,114.1315569
Central & Western,"Block B, Pearl Court",28/12/2022,,22.2843917,114.1312318
Central & Western,Silver Court,28/12/2022,,22.2849533,114.1403427
Central & Western,Pak Hoo Mansion,28/12/2022,,22.2862396,114.1340296
Central & Western,"Block 1, Centenary Mansion",28/12/2022,,22.2817252,114.126029
Central & Western,"Block 2, Centenary Mansion",28/12/2022,,22.2817252,114.126029
Central & Western,True Light Building,28/12/2022,,22.2855513,114.1403589
Central & Western,"Block A, Greenland Garden",28/12/2022,,22.283128,114.1421229
Central & Western,"Block B, The Fortune Gardens",28/12/2022,,22.2812731,114.1507863
Central & Western,Markfield Building,28/12/2022,,22.2829854,114.1283447
Central & Western,Luen Wai Apartments,28/12/2022,,22.2821451,114.1270746
Central & Western,Luen On Apartments,28/12/2022,,22.2815634,114.1274462
Central & Western,Luen Hong Apartments,28/12/2022,,22.2822268,114.1274148
Central & Western,Luen Tak Apartments,28/12/2022,,22.2816356,114.1280965
Central & Western,Luen Fat Apartments,28/12/2022,,22.2816068,114.1277249
Central & Western,"Tower B, Hollywood Terrace",28/12/2022,,22.2841226,114.1509439
Central & Western,Wah Lee Building,28/12/2022,,22.2866567,114.144005
Central & Western,Best Western Plus Hotel Hong Kong,28/12/2022,,22.28728,114.139121
Central & Western,Wah Po Building,28/12/2022,,22.2839448,114.1291983
Central & Western,"Block C, Wah Ming Centre",28/12/2022,,22.2863243,114.1372012
Central & Western,Ramada Hong Kong Harbour View,28/12/2022,,22.28699,114.1435312
Central & Western,Wah Fai House,28/12/2022,,22.2791494,114.1296088
Central & Western,Harmony Court,28/12/2022,,22.2863513,114.1504974
Central & Western,Azura,28/12/2022,,22.2820368,114.1495609
Central & Western,"Evergreen Tower, Western Garden",28/12/2022,,22.2863681,114.141404
Central & Western,"Central Terrace, Sai Wan Estate",28/12/2022,,22.2812914,114.1261676
Central & Western,"East Terrace, Sai Wan Estate",28/12/2022,,22.2897405,114.1431734
Central & Western,"West Terrace, Sai Wan Estate",28/12/2022,,22.2876838,114.1365037
Central & Western,Western House,28/12/2022,,22.287685,114.1439818
Central & Western,"Block 1, Kwun Lung Lau",28/12/2022,,22.2806885,114.1278753
Central & Western,"Block 2, Kwun Lung Lau",28/12/2022,,22.2806885,114.1278753
Central & Western,"Block B, Kwun Lung Lau",28/12/2022,,22.2806885,114.1278753
Central & Western,Fung Yip Building,28/12/2022,,22.2871483,114.1368979
Central & Western,Albron Court,28/12/2022,,22.2824585,114.1511048
Central & Western,"Tower 2, Euston Court",28/12/2022,,22.2845609,114.1450617
Central & Western,Fairview Height,28/12/2022,,22.2801011,114.150795
Central & Western,Excelsior Court,28/12/2022,,22.2813028,114.1486664
Central & Western,Sik On House,28/12/2022,,22.2851625,114.1356212
Central & Western,Chater Hall,28/12/2022,,22.2779166,114.1516602
Central & Western,The Bonham Mansion,28/12/2022,,22.2844572,114.1408001
Central & Western,Treasure Court,28/12/2022,,22.2832875,114.1304886
Central & Western,Golden Phoenix Court,28/12/2022,,22.2842961,114.1421007
Central & Western,King Ming Mansion,28/12/2022,,22.2853728,114.1376277
Central & Western,Manhattan Heights,28/12/2022,,22.283611,114.127306
Central & Western,Ko Shing Building,28/12/2022,,22.2870793,114.1458667
Central & Western,Goldwin Heights,28/12/2022,,22.2815523,114.1500077
Central & Western,"Block A, Tycoon Court",28/12/2022,,22.2785966,114.1516564
Central & Western,Lascar Court,28/12/2022,,22.2855774,114.1488473
Central & Western,Samtoh Building,27/12/2022,,22.2866774,114.1396931
Central & Western,Tower 125,27/12/2022,,22.2851988,114.1474244
Central & Western,Central Mansion,27/12/2022,,22.2844323,114.1507567
Central & Western,"Block A, New Fortune House",27/12/2022,,22.2837993,114.1286477
Central & Western,Jadeview Court,27/12/2022,,22.285179,114.1351824
Central & Western,Scholastic Garden,27/12/2022,,22.2837345,114.1416555
Central & Western,"Tower 2, Kong Chian Tower",27/12/2022,,22.287058,114.136531
Central & Western,Joy Fat Mansion,27/12/2022,,22.2860209,114.1345993
Central & Western,Le Caine Mansion,27/12/2022,,22.2804932,114.1535267
Central & Western,Ka Fai Court,27/12/2022,,22.2849955,114.1365024
Central & Western,"Block A, Nam Hung Mansion",27/12/2022,,22.2853578,114.1320214
Central & Western,Grand Scholar,27/12/2022,,22.2864983,114.1378018
Central & Western,Tung Fat Building,27/12/2022,,22.284026,114.1289602
Central & Western,"Block A, Ka Fu Building",27/12/2022,,22.2846048,114.1424955
Central & Western,Caravan Court,27/12/2022,,22.2830038,114.1494858
Central & Western,"Block D, Smithfield Terrace",27/12/2022,,22.2804221,114.1291865
Central & Western,Kennedy Town Centre,27/12/2022,,22.2838906,114.1305388
Central & Western,Caineway Mansion,27/12/2022,,22.282634,114.1494744
Central & Western,Yue On Building,27/12/2022,,22.2829774,114.126912
Central & Western,Ibis Hong Kong Central & Sheung Wan,27/12/2022,,22.287586,114.1475925
Central & Western,Po Garden,27/12/2022,,22.2741435,114.1557476
Central & Western,Bonham Court,27/12/2022,,22.283616,114.146321
Central & Western,Nice Garden,27/12/2022,,22.2867309,114.1332822
Central & Western,"Block B, Hongway Garden",27/12/2022,,22.2872136,114.1497253
Central & Western,"Tower 1, Kwong Fung Terrace",27/12/2022,,22.286002,114.138801
Central & Western,Des Voeux Building,27/12/2022,,22.287828,114.147069
Central & Western,New Start Building,27/12/2022,,22.2876382,114.1401816
Central & Western,Alassio,27/12/2022,,22.2823621,114.150704
Central & Western,Yukon Court,27/12/2022,,22.2784231,114.1522726
Central & Western,"Block 3, The Merton",27/12/2022,,22.2832703,114.126068
Central & Western,"Tower 2, Harbour View Garden",27/12/2022,,22.2835207,114.1296147
Central & Western,Chester Court,27/12/2022,,22.2863023,114.132393
Central & Western,Hillier Building,27/12/2022,,22.2847576,114.1509489
Central & Western,Ivy On Belcher's,27/12/2022,,22.2834413,114.1306658
Central & Western,May Sun Building,27/12/2022,,22.2836164,114.127841
Central & Western,"Block 1, Smithfield Court",27/12/2022,,22.2834378,114.1279185
Central & Western,"Block 2, Smithfield Court",27/12/2022,,22.2836076,114.1280392
Central & Western,"Block A, Jade Court",27/12/2022,,22.2837698,114.1301008
Central & Western,"Tower 1, University Heights",27/12/2022,,22.2811231,114.1300156
Central & Western,Luen Yau Apartments,27/12/2022,,22.2823953,114.127841
Central & Western,Luen Gay Apartments,27/12/2022,,22.2819269,114.1273533
Central & Western,"Block A, Wah Ming Centre",27/12/2022,,22.2863243,114.1372012
Central & Western,"Block B, Wah Ming Centre",27/12/2022,,22.2863243,114.1372012
Central & Western,Woodland Gardens,27/12/2022,,22.2824151,114.1454553
Central & Western,Valverde,27/12/2022,,22.2730219,114.1498806
Central & Western,"Ivy Tower, Western Garden",27/12/2022,,22.2864192,114.141349
Central & Western,"Block C, Kwun Lung Lau",27/12/2022,,22.2806885,114.1278753
Central & Western,"Block D, Kwun Lung Lau",27/12/2022,,22.2806885,114.1278753
Central & Western,"Tower 1, Euston Court",27/12/2022,,22.2845609,114.1450617
Central & Western,Kam Kwan Building,27/12/2022,,22.2880588,114.1433972
Central & Western,Kam Yu Mansion,27/12/2022,,22.2865822,114.1461416
Central & Western,Kam Hing Building,27/12/2022,,22.2835576,114.12877
Central & Western,"Block 3, Connaught Garden",27/12/2022,,22.2884002,114.141612
Central & Western,Lung Cheung Garden,27/12/2022,,22.2849887,114.1314823
Central & Western,Kensington Hill,26/12/2022,,22.2730219,114.1498806
Central & Western,The Richmond,26/12/2022,,22.2810928,114.1500848
Central & Western,Sum Way Mansion,26/12/2022,,22.2865166,114.1325556
Central & Western,Welland Building,26/12/2022,,22.2858348,114.149091
Central & Western,Federate Building,26/12/2022,,22.2867563,114.1421239
Central & Western,"Block A, Chong Yip Centre",26/12/2022,,22.2866625,114.1367592
Central & Western,Hillview,26/12/2022,,22.2759446,114.1570798
Central & Western,Namhung Mansion,26/12/2022,,22.2853578,114.1320214
Central & Western,Hau Fook Building,26/12/2022,,22.2860797,114.1336703
Central & Western,Wo Fat Building,26/12/2022,,22.2867946,114.1326826
Central & Western,"Block A, Smithfield Terrace",26/12/2022,,22.2804221,114.1291865
Central & Western,Tin Hing Mansion,26/12/2022,,22.2878376,114.1395461
Central & Western,Wealthy Heights,26/12/2022,,22.2754681,114.158762
Central & Western,"Block B, Belcher Court",26/12/2022,,22.2852272,114.1317427
Central & Western,Hillview Garden,26/12/2022,,22.2848913,114.1350801
Central & Western,"Block C, Imperial Court",26/12/2022,,22.2730219,114.1498806
Central & Western,Tak Tung House,26/12/2022,,22.2880525,114.143628
Central & Western,"Block A, Greenery Garden",26/12/2022,,22.2751524,114.1282823
Central & Western,"Block B, Greenery Garden",26/12/2022,,22.2751524,114.1282823
Central & Western,Cheung Ling Mansion,26/12/2022,,22.2880521,114.1394299
Central & Western,The Nova,26/12/2022,,22.2855924,114.1413778
Central & Western,Tung Lee Mansion,26/12/2022,,22.2869334,114.1387797
Central & Western,Tung Hing Court,26/12/2022,,22.2861209,114.1467205
Central & Western,Tung Shing Terrace,26/12/2022,,22.2837315,114.1499073
Central & Western,Rockson Mansion,26/12/2022,,22.2854749,114.1389878
Central & Western,Roc Ye Court,26/12/2022,,22.2789766,114.1526854
Central & Western,"Block 1, Yuk Ming Towers",26/12/2022,,22.2857768,114.1378794
Central & Western,Wing Cheung Building,26/12/2022,,22.2855094,114.1405563
Central & Western,Wing Yu Building,26/12/2022,,22.2869944,114.1487059
Central & Western,The Hudson,26/12/2022,,22.2815218,114.1271194
Central & Western,Sea View Mansion,26/12/2022,,22.288221,114.1461184
Central & Western,Yuen Fai Court,26/12/2022,,22.28759,114.141961
Central & Western,Universal Building,26/12/2022,,22.285964,114.1467454
Central & Western,"Po Tak Building, 540-546 Queen's Road West",26/12/2022,,22.2861248,114.1341464
Central & Western,Bic Wah Court,26/12/2022,,22.2869976,114.132742
Central & Western,"Tower 1, Island Crest",26/12/2022,,22.2863773,114.1434244
Central & Western,"Block A, Mei Sun Lau",26/12/2022,,22.2868961,114.1339118
Central & Western,Green View Court,26/12/2022,,22.2825736,114.1314665
Central & Western,Luen Hing Apartments,26/12/2022,,22.2815906,114.1278529
Central & Western,Ying Wa Court,26/12/2022,,22.2848629,114.1428274
Central & Western,"Tower A, Hollywood Terrace",26/12/2022,,22.2841226,114.1509439
Central & Western,Wah Fai Court,26/12/2022,,22.2847757,114.1423794
Central & Western,Two Artlane,26/12/2022,,22.2872084,114.141454
Central & Western,Sai Wan New Apartments,26/12/2022,,22.2823953,114.1263451
Central & Western,"Block A, Kwun Lung Lau",26/12/2022,,22.2806885,114.1278753
Central & Western,Shing Tai Building,26/12/2022,,22.2829918,114.1270978
Central & Western,Golden Pavilion,26/12/2022,,22.2814477,114.1517061
Central & Western,"Block A, Kam Ling Court",26/12/2022,,22.2862219,114.1360824
Central & Western,Shun Cheong Building,26/12/2022,,22.282722,114.1274592
Central & Western,Mini Hotel Central,25/12/2022,,22.2799907,114.1587983
Central & Western,Viking Court,25/12/2022,,22.2879355,114.1391342
Central & Western,33 Lyttelton Road,25/12/2022,,22.2833873,114.1421286
Central & Western,Cadogan,25/12/2022,,22.2820583,114.1265172
Central & Western,Centre place,25/12/2022,,22.2848974,114.1460857
Central & Western,Millennium Court,25/12/2022,,22.2824812,114.130715
Central & Western,Nam Cheong Building,25/12/2022,,22.2852063,114.1353425
Central & Western,Nam Cheong House,25/12/2022,,22.2852063,114.1353425
Central & Western,Nan Hai Mansion,25/12/2022,,22.2838763,114.1303492
Central & Western,Nan Sang Building,25/12/2022,,22.2824079,114.1283615
Central & Western,Wo Yick Mansion,25/12/2022,,22.2870426,114.1432192
Central & Western,"Block 3, The Grand Panorama",25/12/2022,,22.2797889,114.1525492
Central & Western,"Block 4, The Grand Panorama",25/12/2022,,22.2797889,114.1525492
Central & Western,Glory Heights,25/12/2022,,22.283135,114.141287
Central & Western,Carbo Mansion,25/12/2022,,22.285617,114.1501067
Central & Western,"Block C, Smithfield Terrace",25/12/2022,,22.2804221,114.1291865
Central & Western,Four Seasons Place Hong Kong,25/12/2022,,22.2861251,114.1570939
Central & Western,Kwok Ga Building,25/12/2022,,22.2859795,114.1341
Central & Western,"Phase 1, Kwan Yick Building",25/12/2022,,22.286835,114.1344135
Central & Western,"Block C, Phase 2, Kwan Yick Building",25/12/2022,,22.281705,114.126716
Central & Western,"Block D, Phase 2, Kwan Yick Building",25/12/2022,,22.281705,114.126716
Central & Western,Caine Mansion,25/12/2022,,22.2816215,114.1513437
Central & Western,Sun Court,25/12/2022,,22.2859318,114.1322537
Central & Western,Swire Building,25/12/2022,,22.2730219,114.1498806
Central & Western,Hilary Court,25/12/2022,,22.2845022,114.1395435
Central & Western,On Wing Building,25/12/2022,,22.2858213,114.1520868
Central & Western,Andes Plaza,25/12/2022,,22.2870862,114.1419007
Central & Western,Flora Court,25/12/2022,,22.2821337,114.1513366
Central & Western,Richwealth Mansion,25/12/2022,,22.2884765,114.1409751
Central & Western,"Block 1, Scenic Heights",25/12/2022,,22.281796,114.1475653
Central & Western,Ning Yeung Terrace,25/12/2022,,22.2848604,114.141232
Central & Western,"Block B, Ning Yeung Terrace",25/12/2022,,22.2848604,114.141232
Central & Western,Po Shu Mansion,25/12/2022,,22.283332,114.154211
Central & Western,Merit Court,25/12/2022,,22.2873803,114.1393302
Central & Western,"Tower 3, The Belcher's",25/12/2022,,22.2850741,114.1331919
Central & Western,"Tower 8, The Belcher's",25/12/2022,,22.2850741,114.1331919
Central & Western,Belcher's Hill,25/12/2022,,22.2824815,114.1298296
Central & Western,Sands House,25/12/2022,,22.2835077,114.1300316
Central & Western,"Tower 3, Queen's Terrace",25/12/2022,,22.287046,114.14769
Central & Western,"Tower 5, Dynasty Court",25/12/2022,,22.274865,114.152815
Central & Western,Skyline Mansion,25/12/2022,,22.281228,114.1422289
Central & Western,Cordial Mansion,25/12/2022,,22.2799467,114.1543506
Central & Western,Hong Ming Building,25/12/2022,,22.2881152,114.1417333
Central & Western,Caine Building,25/12/2022,,22.2799252,114.1536223
Central & Western,"Tower 2, Kwong Fung Terrace",25/12/2022,,22.286002,114.138801
Central & Western,"Tower 2, Regent On The Park",25/12/2022,,22.2756919,114.164445
Central & Western,Rich Court,25/12/2022,,22.2801972,114.1511039
Central & Western,Mount Davis 33,25/12/2022,,22.2813824,114.1238488
Central & Western,"Block 2, Elegant Garden",25/12/2022,,22.2833026,114.1407807
Central & Western,Hang Yue Building,25/12/2022,,22.2870927,114.1381952
Central & Western,"Block 2, Estoril Court",25/12/2022,,22.27525,114.156027
Central & Western,"Tower 1, Elegant Terrace",25/12/2022,,22.280402,114.1499168
Central & Western,Cameo Court,25/12/2022,,22.2812745,114.1522166
Central & Western,Wai Wah Court,25/12/2022,,22.2806311,114.1292871
Central & Western,Seymour,25/12/2022,,22.2808969,114.1508721
Central & Western,"Tower 1, Scenecliff",25/12/2022,,22.2804319,114.1483923
Central & Western,"Tower 2, Scenecliff",25/12/2022,,22.2804319,114.1483923
Central & Western,Po Hing Court,25/12/2022,,22.2846451,114.1471795
Central & Western,Princeton Tower,25/12/2022,,22.2875125,114.1460487
Central & Western,Caine Tower,25/12/2022,,22.2825381,114.1513767
Central & Western,Panorama Gardens,25/12/2022,,22.2827025,114.1460388
Central & Western,"Tower 1, Hillsborough Court",25/12/2022,,22.2753667,114.1524217
Central & Western,"The Royal Tower, Hillsborough Court",25/12/2022,,22.2753667,114.1524217
Central & Western,"Hong Ning House, Tung Fai Gardens",25/12/2022,,22.2730219,114.1498806
Central & Western,"Fook Chak House, Tung Fai Gardens",25/12/2022,,22.2848375,114.1473842
Central & Western,No. 2 Park Road,25/12/2022,,22.2839934,114.1455412
Central & Western,Park Height,25/12/2022,,22.2841335,114.143227
Central & Western,Wing Ga Building,25/12/2022,,22.28454,114.1367455
Central & Western,General Building,25/12/2022,,22.2882933,114.1421936
Central & Western,Flourish Court,25/12/2022,,22.2799429,114.1502952
Central & Western,Wing Tai Mansion,25/12/2022,,22.2824187,114.1305276
Central & Western,Winsome House,25/12/2022,,22.2817408,114.1548588
Central & Western,"Tower 1, Harbour View Garden",25/12/2022,,22.2835207,114.1296147
Central & Western,Hoi Tao Building,25/12/2022,,22.2846458,114.1315569
Central & Western,Full Harvest Building,25/12/2022,,22.2827905,114.1277828
Central & Western,Bohemian House,25/12/2022,,22.2876516,114.1390319
Central & Western,Kingsford Height,25/12/2022,,22.2825109,114.1411277
Central & Western,All Fit Garden,25/12/2022,,22.283776,114.146127
Central & Western,Centenary Mansion,25/12/2022,,22.2817252,114.126029
Central & Western,Park Mansions,25/12/2022,,22.2758463,114.1572889
Central & Western,Bel Mount Garden,25/12/2022,,22.2795945,114.154444
Central & Western,248-254 Queen'S Road West,25/12/2022,,22.2868041,114.1431936
Central & Western,"Tai Pak Court, Ying Ga Garden",25/12/2022,,33.7500508,-84.3884636
Central & Western,"Po Lung Court, Ying Ga Garden",25/12/2022,,33.7500508,-84.3884636
Central & Western,"To Li Court, Ying Ga Garden",25/12/2022,,33.7500508,-84.3884636
Central & Western,"Block A, Yick Fung Garden",25/12/2022,,22.2857663,114.1321659
Central & Western,King's Hill,25/12/2022,,22.2730219,114.1498806
Central & Western,Fortune Court,25/12/2022,,22.2797791,114.1547288
Central & Western,Fook Kee Court,25/12/2022,,22.2796346,114.1523423
Central & Western,"Block B, Rhine Court",25/12/2022,,22.2838895,114.1411428
Central & Western,"Block C, Rhine Court",25/12/2022,,22.2730219,114.1498806
Central & Western,Harbour One,25/12/2022,,22.2871812,114.1330251
Central & Western,31 Robinson Road,25/12/2022,,22.27916,114.1512943
Central & Western,Fairmont Gardens,25/12/2022,,22.2818869,114.1461967
Central & Western,"Tower 1, Novum West",25/12/2022,,22.2854888,114.1365966
Central & Western,"Tower 2, Novum West",25/12/2022,,22.2854888,114.1365966
Central & Western,"Tower 3, Novum West",25/12/2022,,22.2854888,114.1365966
Central & Western,"Vienna Court, Realty Gardens",25/12/2022,,22.2819823,114.1457236
Central & Western,Hing Hon Building,25/12/2022,,22.2843925,114.1398247
Central & Western,"Block 3, Garden Terrace",25/12/2022,,22.276321,114.154899
Central & Western,Hollywood Terrace,25/12/2022,,22.2841226,114.1509439
Central & Western,Million City,25/12/2022,,22.2818232,114.1525515
Central & Western,Manifold Court,25/12/2022,,22.2855334,114.140057
Central & Western,Visalia Garden,25/12/2022,,22.2752953,114.1583255
Central & Western,"Block 2, Peaksville",25/12/2022,,22.2822352,114.147752
Central & Western,Bella Vista,25/12/2022,,22.2814657,114.1510888
Central & Western,Regal Crest,25/12/2022,,22.2785328,114.1529501
Central & Western,Lan Kwai Fong Hotel,25/12/2022,,22.2803555,114.1547928
Central & Western,Windsor Court,25/12/2022,,22.2822329,114.150229
Central & Western,"Block 2, Yue Sun Mansion",25/12/2022,,22.2857685,114.1414948
Central & Western,Grand Fortune Mansion,25/12/2022,,22.2835844,114.1267959
Central & Western,Serene Court,25/12/2022,,22.2812942,114.1207577
Central & Western,"Block F, Kwun Lung Lau",25/12/2022,,22.2806885,114.1278753
Central & Western,Fung Shing Building,25/12/2022,,22.2878588,114.1384757
Central & Western,Robinson Crest,25/12/2022,,22.2810419,114.1492071
Central & Western,Yin Tak Building,25/12/2022,,22.2853067,114.1417756
Central & Western,Kam Ling Court,25/12/2022,,22.2862219,114.1360824
Central & Western,Kam Wah Building,25/12/2022,,22.286816,114.1372662
Central & Western,Kam Fai Mansion,25/12/2022,,22.2746848,114.1601449
Central & Western,The Albany,25/12/2022,,22.2777924,114.1547575
Central & Western,"Tower 1, Robinson Place",25/12/2022,,22.2820297,114.1492069
Central & Western,Shun Hing Building,25/12/2022,,22.2831945,114.1283055
Central & Western,Shun Loong Mansion,25/12/2022,,22.2859553,114.1504728
Central & Western,Hotel Jen Hong Kong,25/12/2022,,22.2858489,114.135021
Central & Western,"Simon K Y Lee Hall, The University Of Hong Kong",25/12/2022,,22.283044,114.135904
Central & Western,"St. John's College, The University of Hong Kong",25/12/2022,,22.2806196,114.1319993
Central & Western,"Shun Hing College, The University Of Hong Kong Jockey Club Student Village 3",25/12/2022,,22.2788412,114.1288841
Central & Western,"Chi Sun College, The University Of Hong Kong Jockey Club Student Village 3",25/12/2022,,22.2789945,114.1286521
Central & Western,"Lap-Chee College, The University Of Hong Kong Jockey Club Student Village 3",25/12/2022,,22.2793159,114.1285059
Central & Western,"Morrison Hall, The University Of Hong Kong Jockey Club",25/12/2022,,22.2830891,114.1365621
Central & Western,Courtyard By Marriott Hong Kong,25/12/2022,,22.2879503,114.1388476
Central & Western,Valiant Park,25/12/2022,,22.2808615,114.1486788
Central & Western,"Block 2, Connaught Garden",25/12/2022,,22.2884002,114.141612
Central & Western,Goa Building,25/12/2022,,22.2857336,114.1349012
Central & Western,Ko Nga Court,25/12/2022,,22.2854233,114.1434864
Central & Western,Hung Cheong House,25/12/2022,,22.2880374,114.1440979
Central & Western,Beaudry Tower,25/12/2022,,22.2847733,114.1456438
Central & Western,Lechler Court,25/12/2022,,22.2854526,114.1411253
Central & Western,"Block B, Tycoon Court",25/12/2022,,22.2785966,114.1516564
Central & Western,3 Macdonnell Road,25/12/2022,,22.2759986,114.1562153
Central & Western,"Tower 2, Dragonfair Garden",25/12/2022,,22.2863889,114.1347222
Central & Western,Lun Fung Court,25/12/2022,,22.2869219,114.1362466
Central & Western,Imperial Terrace,24/12/2022,,22.2868434,114.1409305
Central & Western,Kelford Mansion,24/12/2022,,22.2846025,114.1494002
Central & Western,Garfield Mansion,24/12/2022,,22.281593,114.1504028
Central & Western,Skylight Tower,24/12/2022,,22.2841311,114.1434374
Central & Western,"Tower 2, Regence Royale",24/12/2022,,22.274428,114.159255
Central & Western,Iclub Amtd Sheung Wan Hotel,24/12/2022,,22.2867346,114.1491287
Central & Western,Casa Bella,24/12/2022,,22.282763,114.150854
Central & Western,Tong Nam Mansion,24/12/2022,,22.2858262,114.1427
Central & Western,Winsing Building,24/12/2022,,22.2874211,114.1467687
Central & Western,68 Wing Lok Street,24/12/2022,,22.2863947,114.1514511
Central & Western,"Block A, Pearl Court",24/12/2022,,22.2843917,114.1312318
Central & Western,Gramercy,24/12/2022,,22.2806757,114.1525364
Central & Western,Artisan House,24/12/2022,,22.2730219,114.1498806
Central & Western,Fook Moon Building,24/12/2022,,22.2855391,114.1419613
Central & Western,Floral Tower,24/12/2022,,22.2795571,114.151994
Central & Western,Rhenish Mansion,24/12/2022,,22.2840036,114.1407983
Central & Western,Skyview Cliff,24/12/2022,,22.2815733,114.1426803
Central & Western,"Block C, Y Y Mansions",24/12/2022,,22.2730219,114.1498806
Central & Western,Medallion Heights,24/12/2022,,22.2814115,114.1433322
